time_frame,valence,liveness,danceability,energy,speechiness,acousticness,instrumentalness
short_term,0.451438,0.19685199999999997,0.559046,0.4928300000000001,0.066036,0.42166770200000003,0.33853502919999995
medium_term,0.5182720000000001,0.21177200000000002,0.6349799999999999,0.62454,0.077204,0.28860401,0.192494287
long_term,0.36017199999999994,0.138596,0.502518,0.3594764000000001,0.06838,0.66522,0.4736793214000001
