,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,name
35,0.498,0.235,1,-16.541,0,0.188,0.72,0.0,0.144,0.0895,118.917,audio_features,4ZLzoOkj0MPWrTLvooIuaa,spotify:track:4ZLzoOkj0MPWrTLvooIuaa,https://api.spotify.com/v1/tracks/4ZLzoOkj0MPWrTLvooIuaa,https://api.spotify.com/v1/audio-analysis/4ZLzoOkj0MPWrTLvooIuaa,179080,4,Get You The Moon (feat. Snøw)
36,0.128,0.00262,6,-36.152,1,0.037,0.991,0.921,0.111,0.0759,67.485,audio_features,1Uld5u6GAksDqd6K8xnmGS,spotify:track:1Uld5u6GAksDqd6K8xnmGS,https://api.spotify.com/v1/tracks/1Uld5u6GAksDqd6K8xnmGS,https://api.spotify.com/v1/audio-analysis/1Uld5u6GAksDqd6K8xnmGS,377507,4,"4 Impromptus, Op. 90, D. 899: No. 3 in G-flat major"
37,0.416,0.413,5,-11.128,0,0.0293,0.85,0.895,0.207,0.26,79.076,audio_features,11CFsJs2mKj7MVO3swDPcB,spotify:track:11CFsJs2mKj7MVO3swDPcB,https://api.spotify.com/v1/tracks/11CFsJs2mKj7MVO3swDPcB,https://api.spotify.com/v1/audio-analysis/11CFsJs2mKj7MVO3swDPcB,407720,4,>>>>>>>>>Voices
38,0.291,0.416,6,-14.2,1,0.0312,0.878,0.936,0.225,0.31,95.909,audio_features,3zPfSohpxmmo1F95YBN2s0,spotify:track:3zPfSohpxmmo1F95YBN2s0,https://api.spotify.com/v1/tracks/3zPfSohpxmmo1F95YBN2s0,https://api.spotify.com/v1/audio-analysis/3zPfSohpxmmo1F95YBN2s0,426653,3,Hard Eights
39,0.774,0.564,8,-11.872,0,0.0541,0.244,0.826,0.046,0.784,115.32,audio_features,4fpOXKIU9yRBoYkMhgJ24k,spotify:track:4fpOXKIU9yRBoYkMhgJ24k,https://api.spotify.com/v1/tracks/4fpOXKIU9yRBoYkMhgJ24k,https://api.spotify.com/v1/audio-analysis/4fpOXKIU9yRBoYkMhgJ24k,403640,4,Jazz Crimes
40,0.643,0.175,5,-16.813,0,0.0391,0.633,4.24e-05,0.143,0.642,78.031,audio_features,2d64G7VaZdHQuAquz5HQNu,spotify:track:2d64G7VaZdHQuAquz5HQNu,https://api.spotify.com/v1/tracks/2d64G7VaZdHQuAquz5HQNu,https://api.spotify.com/v1/audio-analysis/2d64G7VaZdHQuAquz5HQNu,183893,4,That Old Feeling
41,0.33,0.336,2,-21.153,1,0.0566,0.6,0.865,0.114,0.129,86.156,audio_features,2PU3tKvS8VBYyUvKHFcKMj,spotify:track:2PU3tKvS8VBYyUvKHFcKMj,https://api.spotify.com/v1/tracks/2PU3tKvS8VBYyUvKHFcKMj,https://api.spotify.com/v1/audio-analysis/2PU3tKvS8VBYyUvKHFcKMj,465600,4,Highway Rider
42,0.432,0.137,3,-18.125,1,0.0311,0.956,0.168,0.0873,0.271,94.819,audio_features,2UqYwWfjMDyCRnJc1Eebnn,spotify:track:2UqYwWfjMDyCRnJc1Eebnn,https://api.spotify.com/v1/tracks/2UqYwWfjMDyCRnJc1Eebnn,https://api.spotify.com/v1/audio-analysis/2UqYwWfjMDyCRnJc1Eebnn,217800,4,The Dreamer
43,0.415,0.422,0,-11.018,0,0.0306,0.662,0.0813,0.123,0.144,110.104,audio_features,0ynFh1MIlXy1GQdYV2013q,spotify:track:0ynFh1MIlXy1GQdYV2013q,https://api.spotify.com/v1/tracks/0ynFh1MIlXy1GQdYV2013q,https://api.spotify.com/v1/audio-analysis/0ynFh1MIlXy1GQdYV2013q,340040,4,Unsung
44,0.591,0.363,10,-15.324,0,0.042,0.668,0.786,0.0849,0.588,81.891,audio_features,4ixWd94e1axtBTCD619FOT,spotify:track:4ixWd94e1axtBTCD619FOT,https://api.spotify.com/v1/tracks/4ixWd94e1axtBTCD619FOT,https://api.spotify.com/v1/audio-analysis/4ixWd94e1axtBTCD619FOT,522080,4,De-Dah
45,0.768,0.181,6,-19.755,1,0.0836,0.888,0.926,0.111,0.343,119.992,audio_features,1YDFA4AnBlEm7YpOFQNvaK,spotify:track:1YDFA4AnBlEm7YpOFQNvaK,https://api.spotify.com/v1/tracks/1YDFA4AnBlEm7YpOFQNvaK,https://api.spotify.com/v1/audio-analysis/1YDFA4AnBlEm7YpOFQNvaK,192000,4,Pier Walk
46,0.623,0.615,1,-10.064,1,0.146,0.304,0.00874,0.25,0.672,169.137,audio_features,5BoDFGTXZ8j5muc6Sb2jMz,spotify:track:5BoDFGTXZ8j5muc6Sb2jMz,https://api.spotify.com/v1/tracks/5BoDFGTXZ8j5muc6Sb2jMz,https://api.spotify.com/v1/audio-analysis/5BoDFGTXZ8j5muc6Sb2jMz,157303,4,Lava
47,0.741,0.52,8,-7.513,1,0.0656,0.45,1.97e-06,0.222,0.347,102.998,audio_features,6Qs4SXO9dwPj5GKvVOv8Ki,spotify:track:6Qs4SXO9dwPj5GKvVOv8Ki,https://api.spotify.com/v1/tracks/6Qs4SXO9dwPj5GKvVOv8Ki,https://api.spotify.com/v1/audio-analysis/6Qs4SXO9dwPj5GKvVOv8Ki,171030,4,Dancing With A Stranger (with Normani)
48,0.335,0.0984,5,-28.371,0,0.0294,0.909,0.911,0.138,0.124,74.761,audio_features,5OxDxwavN1R8cOCFmKdbg7,spotify:track:5OxDxwavN1R8cOCFmKdbg7,https://api.spotify.com/v1/tracks/5OxDxwavN1R8cOCFmKdbg7,https://api.spotify.com/v1/audio-analysis/5OxDxwavN1R8cOCFmKdbg7,381360,4,The Forgotten Village
49,0.589,0.27,8,-15.626,0,0.0382,0.754,0.902,0.0961,0.482,96.636,audio_features,4GMm8oRBXXM2OEi2bgUaxn,spotify:track:4GMm8oRBXXM2OEi2bgUaxn,https://api.spotify.com/v1/tracks/4GMm8oRBXXM2OEi2bgUaxn,https://api.spotify.com/v1/audio-analysis/4GMm8oRBXXM2OEi2bgUaxn,383720,4,Song Song
